persona_id,risk_tolerance,time_horizon,sophistication,strategy,preference_score,expected_pnl_pct,risk_bucket,horizon_bucket
P-0000,0.24395464376443093,0.893679954488408,0.679584238106104,Buy-and-Hold,0.6588481023321732,5.648377788441049,mid,long
P-0000,0.24395464376443093,0.893679954488408,0.679584238106104,SMA-Cross-20-50,0.7491578085273733,1.827869909911105,mid,long
P-0000,0.24395464376443093,0.893679954488408,0.679584238106104,RSI-Mean-Revert,0.5870937626068838,-2.825026897440253,mid,long
P-0000,0.24395464376443093,0.893679954488408,0.679584238106104,MACD-Cross,0.7097164434603387,1.3164816614644608,mid,long
P-0000,0.24395464376443093,0.893679954488408,0.679584238106104,Momentum-20d,0.6112570190421152,5.486330149838402,mid,long
P-0000,0.24395464376443093,0.893679954488408,0.679584238106104,Bollinger-Revert,0.5976909003377293,0.0,mid,long
P-0000,0.24395464376443093,0.893679954488408,0.679584238106104,Donchian-Breakout,0.6092609927489396,-0.9011861559394063,mid,long
P-0000,0.24395464376443093,0.893679954488408,0.679584238106104,Volume-Spike,0.4865816777766596,0.0,mid,long
P-0000,0.24395464376443093,0.893679954488408,0.679584238106104,Z-Score-Revert,0.5976909003377293,-0.7269493596536669,mid,long
P-0000,0.24395464376443093,0.893679954488408,0.679584238106104,Random-Control,0.2876896471627858,-1.358512577756739,mid,long
P-0001,0.28406091873844963,0.7618452767114047,0.1569851673414057,Buy-and-Hold,0.8505217746283786,6.301026642609629,mid,long
P-0001,0.28406091873844963,0.7618452767114047,0.1569851673414057,SMA-Cross-20-50,0.8186238043460975,1.9004618755416716,mid,long
P-0001,0.28406091873844963,0.7618452767114047,0.1569851673414057,RSI-Mean-Revert,0.6210638848421237,-2.8854937150189803,mid,long
P-0001,0.28406091873844963,0.7618452767114047,0.1569851673414057,MACD-Cross,0.7214012376337864,1.3254789529780155,mid,long
P-0001,0.28406091873844963,0.7618452767114047,0.1569851673414057,Momentum-20d,0.7430856605436997,5.935206674151297,mid,long
P-0001,0.28406091873844963,0.7618452767114047,0.1569851673414057,Bollinger-Revert,0.5879398487904349,0.0,mid,long
P-0001,0.28406091873844963,0.7618452767114047,0.1569851673414057,Donchian-Breakout,0.5916702861842414,-0.8913353602631753,mid,long
P-0001,0.28406091873844963,0.7618452767114047,0.1569851673414057,Volume-Spike,0.4594051550920447,0.0,mid,long
P-0001,0.28406091873844963,0.7618452767114047,0.1569851673414057,Z-Score-Revert,0.5879398487904349,-0.7225126311996478,mid,long
P-0001,0.28406091873844963,0.7618452767114047,0.1569851673414057,Random-Control,0.47019989150129216,-1.5510608855338632,mid,long
P-0002,0.3902720399385139,0.5443504985172085,0.7088016409506039,Buy-and-Hold,0.5474298008750362,5.268998471979498,high,short
P-0002,0.3902720399385139,0.5443504985172085,0.7088016409506039,SMA-Cross-20-50,0.8187543529938565,1.90059829887858,high,short
P-0002,0.3902720399385139,0.5443504985172085,0.7088016409506039,RSI-Mean-Revert,0.7784214897447366,-3.1655902517456314,high,short
P-0002,0.3902720399385139,0.5443504985172085,0.7088016409506039,MACD-Cross,0.861429539942496,1.433300745755722,high,short
P-0002,0.3902720399385139,0.5443504985172085,0.7088016409506039,Momentum-20d,0.7418036449487018,5.930841411050329,high,short
P-0002,0.3902720399385139,0.5443504985172085,0.7088016409506039,Bollinger-Revert,0.8037596877714259,0.0,high,short
P-0002,0.3902720399385139,0.5443504985172085,0.7088016409506039,Donchian-Breakout,0.7929522818772121,-1.004053277851239,high,short
P-0002,0.3902720399385139,0.5443504985172085,0.7088016409506039,Volume-Spike,0.6909521418029131,0.0,high,short
P-0002,0.3902720399385139,0.5443504985172085,0.7088016409506039,Z-Score-Revert,0.8037596877714259,-0.8207106579359988,high,short
P-0002,0.3902720399385139,0.5443504985172085,0.7088016409506039,Random-Control,0.4344118916221792,-1.513304545661399,high,short
P-0003,0.29864681446248165,0.061405332198746526,0.7448830082522524,Buy-and-Hold,0.34005928580389,4.562901868162245,mid,short
P-0003,0.29864681446248165,0.061405332198746526,0.7448830082522524,SMA-Cross-20-50,0.6261457620124886,1.6993223213030504,mid,short
P-0003,0.29864681446248165,0.061405332198746526,0.7448830082522524,RSI-Mean-Revert,0.7368721187537175,-3.091632371381617,mid,short
P-0003,0.29864681446248165,0.061405332198746526,0.7448830082522524,MACD-Cross,0.6875494302131024,1.2994130612640888,mid,short
P-0003,0.29864681446248165,0.061405332198746526,0.7448830082522524,Momentum-20d,0.6569206382282562,5.641814773167212,mid,short
P-0003,0.29864681446248165,0.061405332198746526,0.7448830082522524,Bollinger-Revert,0.7628416534485714,0.0,mid,short
P-0003,0.29864681446248165,0.061405332198746526,0.7448830082522524,Donchian-Breakout,0.6855047352318443,-0.9438826517298329,mid,short
P-0003,0.29864681446248165,0.061405332198746526,0.7448830082522524,Volume-Spike,0.6985711897084549,0.0,mid,short
P-0003,0.29864681446248165,0.061405332198746526,0.7448830082522524,Z-Score-Revert,0.7628416534485714,-0.8020929523190999,mid,short
P-0003,0.29864681446248165,0.061405332198746526,0.7448830082522524,Random-Control,0.446837607291272,-1.5264136756922917,mid,short
